,movieId,title,genres,class
1582,2020,Dangerous Liaisons (1988),Drama|Romance,Средний рейтинг
1583,2021,Dune (1984),Adventure|Sci-Fi,Средний рейтинг
1584,2022,"Last Temptation of Christ, The (1988)",Drama,Средний рейтинг
1585,2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,Средний рейтинг
1586,2024,"Rapture, The (1991)",Drama|Mystery,Средний рейтинг
1587,2025,Lolita (1997),Drama|Romance,Средний рейтинг
1588,2026,Disturbing Behavior (1998),Horror|Thriller,Средний рейтинг
1589,2027,Jane Austen's Mafia! (1998),Comedy|Crime,Средний рейтинг
1590,2028,Saving Private Ryan (1998),Action|Drama|War,Средний рейтинг
1591,2029,Billy's Hollywood Screen Kiss (1997),Comedy|Romance,Высокий рейтинг
1592,2031,"Million Dollar Duck, The (a.k.a. $1,000,000 Duck) (1971)",Children|Comedy,Средний рейтинг
1593,2032,"Barefoot Executive, The (1971)",Children|Comedy,Средний рейтинг
1594,2033,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy,Средний рейтинг
1595,2034,"Black Hole, The (1979)",Children|Sci-Fi,Средний рейтинг
1596,2035,Blackbeard's Ghost (1968),Children|Comedy,Средний рейтинг
1597,2036,Blank Check (1994),Children|Comedy,Средний рейтинг
1598,2037,Candleshoe (1977),Adventure|Children|Comedy,Средний рейтинг
1599,2038,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi,Средний рейтинг
1600,2039,Cheetah (1989),Adventure|Children,Средний рейтинг
1601,2040,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy,Средний рейтинг
1602,2041,Condorman (1981),Action|Adventure|Children|Comedy,Средний рейтинг
1603,2042,D2: The Mighty Ducks (1994),Children|Comedy,Средний рейтинг
1604,2043,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy,Средний рейтинг
1605,2044,"Devil and Max Devlin, The (1981)",Comedy|Fantasy,Средний рейтинг
1606,2045,"Far Off Place, A (1993)",Adventure|Children|Drama|Romance,Средний рейтинг
1607,2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,Средний рейтинг
1608,2047,"Gnome-Mobile, The (1967)",Adventure|Children|Fantasy|Musical,Средний рейтинг
1609,2048,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime,Средний рейтинг
1610,2049,"Happiest Millionaire, The (1967)",Comedy|Musical,Средний рейтинг
1611,2050,Herbie Goes Bananas (1980),Adventure|Children|Comedy,Средний рейтинг
1612,2051,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy,Средний рейтинг
1613,2052,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,Средний рейтинг
1614,2053,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,Средний рейтинг
1615,2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,Средний рейтинг
1616,2055,Hot Lead and Cold Feet (1978),Action|Comedy|Western,Средний рейтинг
1617,2056,In Search of the Castaways (1962),Adventure|Children,Средний рейтинг
1618,2057,"Incredible Journey, The (1963)",Adventure|Children,Средний рейтинг
1619,2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,Средний рейтинг
1620,2059,"Parent Trap, The (1998)",Children|Comedy|Romance,Средний рейтинг
1621,2060,BASEketball (1998),Comedy,Средний рейтинг
1622,2062,"Governess, The (1998)",Drama|Romance,Низкий рейтинг
1623,2063,"Seventh Heaven (Septième ciel, Le) (1997)",Drama|Romance,Низкий рейтинг
1624,2064,Roger & Me (1989),Documentary,Высокий рейтинг
1625,2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance,Средний рейтинг
1626,2066,Out of the Past (1947),Film-Noir,Высокий рейтинг
1627,2067,Doctor Zhivago (1965),Drama|Romance|War,Средний рейтинг
1628,2068,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery,Высокий рейтинг
1629,2069,"Trip to Bountiful, The (1985)",Drama,Средний рейтинг
1630,2070,Tender Mercies (1983),Drama|Romance|Western,Высокий рейтинг
1631,2071,And the Band Played On (1993),Drama,Средний рейтинг
1632,2072,"'burbs, The (1989)",Comedy,Средний рейтинг
1633,2073,Fandango (1985),Comedy,Средний рейтинг
1634,2074,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance,Средний рейтинг
1635,2075,Mephisto (1981),Drama|War,Средний рейтинг
1636,2076,Blue Velvet (1986),Drama|Mystery|Thriller,Высокий рейтинг
1637,2077,"Journey of Natty Gann, The (1985)",Adventure|Children,Средний рейтинг
1638,2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,Средний рейтинг
1639,2079,Kidnapped (1960),Adventure|Children|Drama,Средний рейтинг
1640,2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,Средний рейтинг
1641,2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,Средний рейтинг
1642,2082,"Mighty Ducks, The (1992)",Children|Comedy,Средний рейтинг
1643,2083,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical,Средний рейтинг
1644,2084,Newsies (1992),Children|Musical,Средний рейтинг
1645,2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,Средний рейтинг
1646,2086,One Magic Christmas (1985),Drama|Fantasy,Высокий рейтинг
1647,2087,Peter Pan (1953),Animation|Children|Fantasy|Musical,Средний рейтинг
1648,2088,Popeye (1980),Adventure|Comedy|Musical,Средний рейтинг
1649,2089,"Rescuers Down Under, The (1990)",Adventure|Animation|Children,Средний рейтинг
1650,2090,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama,Средний рейтинг
1651,2091,Return from Witch Mountain (1978),Children|Sci-Fi,Средний рейтинг
1652,2092,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance,Средний рейтинг
1653,2093,Return to Oz (1985),Adventure|Children|Fantasy,Средний рейтинг
1654,2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,Средний рейтинг
1655,2095,"Shaggy D.A., The (1976)",Children|Comedy,Средний рейтинг
1656,2096,Sleeping Beauty (1959),Animation|Children|Musical,Средний рейтинг
1657,2097,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,Средний рейтинг
1658,2098,Son of Flubber (1963),Children|Comedy,Низкий рейтинг
1659,2099,Song of the South (1946),Adventure|Animation|Children|Musical,Средний рейтинг
1660,2100,Splash (1984),Comedy|Fantasy|Romance,Средний рейтинг
1661,2101,Squanto: A Warrior's Tale (1994),Adventure|Drama,Средний рейтинг
1662,2102,Steamboat Willie (1928),Animation|Children|Comedy|Musical,Высокий рейтинг
1663,2103,Tall Tale (1995),Adventure|Children|Fantasy|Western,Средний рейтинг
1664,2104,Tex (1982),Drama,Средний рейтинг
1665,2105,Tron (1982),Action|Adventure|Sci-Fi,Средний рейтинг
1666,2106,Swing Kids (1993),Drama|War,Средний рейтинг
1667,2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller,Средний рейтинг
1668,2108,L.A. Story (1991),Comedy|Romance,Средний рейтинг
1669,2109,"Jerk, The (1979)",Comedy,Средний рейтинг
1670,2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,Средний рейтинг
1671,2111,"Man with Two Brains, The (1983)",Comedy,Средний рейтинг
1672,2112,Grand Canyon (1991),Crime|Drama,Средний рейтинг
1673,2113,Graveyard Shift (Stephen King's Graveyard Shift) (1990),Horror|Thriller,Средний рейтинг
1674,2114,"Outsiders, The (1983)",Drama,Средний рейтинг
1675,2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,Средний рейтинг
1676,2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,Средний рейтинг
1677,2117,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi,Средний рейтинг
1678,2118,"Dead Zone, The (1983)",Thriller,Средний рейтинг
1679,2119,Maximum Overdrive (1986),Horror,Средний рейтинг
1680,2120,Needful Things (1993),Drama|Horror,Средний рейтинг
1681,2121,Cujo (1983),Horror|Thriller,Средний рейтинг
1682,2122,Children of the Corn (1984),Horror|Thriller,Средний рейтинг
1683,2123,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy,Средний рейтинг
1684,2124,"Addams Family, The (1991)",Children|Comedy|Fantasy,Средний рейтинг
1685,2125,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance,Средний рейтинг
1686,2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller,Средний рейтинг
1687,2128,Safe Men (1998),Comedy,Средний рейтинг
1688,2130,Atlantic City (1980),Crime|Drama|Romance,Высокий рейтинг
1689,2131,Autumn Sonata (Höstsonaten) (1978),Drama,Высокий рейтинг
1690,2132,Who's Afraid of Virginia Woolf? (1966),Drama,Высокий рейтинг
1691,2133,Adventures in Babysitting (1987),Adventure|Comedy,Средний рейтинг
1692,2134,Weird Science (1985),Comedy|Fantasy|Sci-Fi,Средний рейтинг
1693,2135,Doctor Dolittle (1967),Adventure|Children|Musical,Средний рейтинг
1694,2136,"Nutty Professor, The (1963)",Comedy|Sci-Fi,Средний рейтинг
1695,2137,Charlotte's Web (1973),Animation|Children,Средний рейтинг
1696,2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,Средний рейтинг
1697,2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,Средний рейтинг
1698,2140,"Dark Crystal, The (1982)",Adventure|Fantasy,Средний рейтинг
1699,2141,"American Tail, An (1986)",Adventure|Animation|Children|Comedy,Средний рейтинг
1700,2142,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western,Средний рейтинг
1701,2143,Legend (1985),Adventure|Fantasy|Romance,Средний рейтинг
1702,2144,Sixteen Candles (1984),Comedy|Romance,Средний рейтинг
1703,2145,Pretty in Pink (1986),Comedy|Drama|Romance,Средний рейтинг
1704,2146,St. Elmo's Fire (1985),Drama|Romance,Средний рейтинг
1705,2147,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy,Низкий рейтинг
1706,2148,House (1986),Comedy|Fantasy|Horror,Средний рейтинг
1707,2149,House II: The Second Story (1987),Comedy|Fantasy|Horror,Низкий рейтинг
1708,2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy,Средний рейтинг
1709,2151,"Gods Must Be Crazy II, The (1989)",Comedy,Средний рейтинг
1710,2152,Air Bud: Golden Receiver (1998),Children|Comedy,Средний рейтинг
1711,2153,"Avengers, The (1998)",Action|Adventure,Средний рейтинг
1712,2154,How Stella Got Her Groove Back (1998),Drama|Romance,Средний рейтинг
1713,2155,"Slums of Beverly Hills, The (1998)",Comedy|Drama,Средний рейтинг
1714,2159,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller,Средний рейтинг
1715,2160,Rosemary's Baby (1968),Drama|Horror|Thriller,Средний рейтинг
1716,2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,Средний рейтинг
1717,2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy,Средний рейтинг
1718,2163,Attack of the Killer Tomatoes! (1978),Comedy|Horror,Средний рейтинг
1719,2164,Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror,Низкий рейтинг
1720,2165,Your Friends and Neighbors (1998),Comedy|Drama,Средний рейтинг
1721,2166,Return to Paradise (1998),Crime|Drama|Romance|Thriller,Средний рейтинг
1722,2167,Blade (1998),Action|Horror|Thriller,Средний рейтинг
1723,2168,Dance with Me (1998),Drama|Romance,Средний рейтинг
1724,2169,Dead Man on Campus (1998),Comedy,Средний рейтинг
1725,2170,Wrongfully Accused (1998),Action|Comedy,Средний рейтинг
1726,2171,Next Stop Wonderland (1998),Comedy|Drama|Romance,Средний рейтинг
1727,2173,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi,Средний рейтинг
1728,2174,Beetlejuice (1988),Comedy|Fantasy,Средний рейтинг
1729,2176,Rope (1948),Crime|Drama|Thriller,Средний рейтинг
1730,2177,Family Plot (1976),Comedy|Thriller,Высокий рейтинг
1731,2178,Frenzy (1972),Thriller,Средний рейтинг
1732,2180,Torn Curtain (1966),Thriller,Средний рейтинг
1733,2181,Marnie (1964),Drama|Mystery|Romance|Thriller,Средний рейтинг
1734,2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller,Средний рейтинг
1735,2183,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller,Средний рейтинг
1736,2184,"Trouble with Harry, The (1955)",Comedy|Mystery,Средний рейтинг
1737,2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,Высокий рейтинг
1738,2187,Stage Fright (1950),Mystery|Romance|Thriller,Средний рейтинг
1739,2188,54 (1998),Drama,Средний рейтинг
1740,2189,I Married A Strange Person! (1997),Animation|Comedy|Fantasy|Sci-Fi,Средний рейтинг
1741,2190,Why Do Fools Fall In Love? (1998),Drama,Низкий рейтинг
1742,2191,"Merry War, A (1997)",Comedy,Низкий рейтинг
1743,2193,Willow (1988),Action|Adventure|Fantasy,Средний рейтинг
1744,2194,"Untouchables, The (1987)",Action|Crime|Drama,Средний рейтинг
1745,2195,Dirty Work (1998),Comedy,Средний рейтинг
1746,2197,Firelight (1997),Drama,Средний рейтинг
1747,2200,Under Capricorn (1949),Drama,Средний рейтинг
1748,2201,"Paradine Case, The (1947)",Drama,Высокий рейтинг
1749,2202,Lifeboat (1944),Drama|War,Высокий рейтинг
1750,2203,Shadow of a Doubt (1943),Crime|Drama|Thriller,Высокий рейтинг
1751,2204,Saboteur (1942),Mystery|Thriller,Высокий рейтинг
1752,2205,Mr. & Mrs. Smith (1941),Comedy|Romance,Средний рейтинг
1753,2206,Suspicion (1941),Film-Noir|Mystery|Thriller,Средний рейтинг
1754,2207,Jamaica Inn (1939),Drama,Средний рейтинг
1755,2208,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller,Высокий рейтинг
1756,2210,Sabotage (1936),Thriller,Средний рейтинг
1757,2212,"Man Who Knew Too Much, The (1934)",Drama|Thriller,Средний рейтинг
1758,2214,Number Seventeen (a.k.a. Number 17) (1932),Thriller,Средний рейтинг
1759,2215,Rich and Strange (1931),Comedy|Romance,Средний рейтинг
1760,2219,Murder! (1930),Mystery|Thriller,Средний рейтинг
1761,2221,Blackmail (1929),Drama|Thriller,Средний рейтинг
1762,2227,"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller,Средний рейтинг
1763,2231,Rounders (1998),Drama,Средний рейтинг
1764,2232,Cube (1997),Horror|Mystery|Sci-Fi|Thriller,Высокий рейтинг
1765,2236,Simon Birch (1998),Drama,Средний рейтинг
1766,2237,Without Limits (1998),Drama,Низкий рейтинг
1767,2238,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama,Средний рейтинг
1768,2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,Средний рейтинг
1769,2240,My Bodyguard (1980),Drama,Средний рейтинг
1770,2241,Class (1983),Comedy,Средний рейтинг
1771,2243,Broadcast News (1987),Comedy|Drama|Romance,Средний рейтинг
1772,2244,"Allnighter, The (1987)",Comedy|Romance,Средний рейтинг
1773,2245,Working Girl (1988),Comedy|Drama|Romance,Средний рейтинг
1774,2246,Stars and Bars (1988),Action|Comedy|Romance,Низкий рейтинг
1775,2247,Married to the Mob (1988),Comedy,Средний рейтинг
1776,2248,Say Anything... (1989),Comedy|Drama|Romance,Средний рейтинг
1777,2249,My Blue Heaven (1990),Comedy,Средний рейтинг
1778,2250,Men Don't Leave (1990),Drama,Средний рейтинг
1779,2252,Hero (1992),Comedy|Drama,Средний рейтинг
1780,2253,Toys (1992),Comedy|Fantasy,Средний рейтинг
1781,2254,Choices (1981),Drama,Средний рейтинг
1782,2255,Young Doctors in Love (1982),Comedy,Средний рейтинг
1783,2256,Parasite (1982),Horror|Sci-Fi,Средний рейтинг
1784,2257,No Small Affair (1984),Comedy|Romance,Средний рейтинг
1785,2259,Blame It on Rio (1984),Comedy|Romance,Средний рейтинг
1786,2260,Wisdom (1986),Crime|Drama,Низкий рейтинг
1787,2261,One Crazy Summer (1986),Comedy,Средний рейтинг
1788,2262,About Last Night... (1986),Comedy|Drama|Romance,Средний рейтинг
1789,2263,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller,Средний рейтинг
1790,2264,We're No Angels (1989),Comedy|Crime,Средний рейтинг
1791,2265,Nothing But Trouble (1991),Adventure|Comedy,Низкий рейтинг
1792,2266,"Butcher's Wife, The (1991)",Comedy|Romance,Средний рейтинг
1793,2267,Mortal Thoughts (1991),Mystery|Thriller,Высокий рейтинг
1794,2268,"Few Good Men, A (1992)",Crime|Drama|Thriller,Средний рейтинг
1795,2269,Indecent Proposal (1993),Drama|Romance,Средний рейтинг
1796,2271,Permanent Midnight (1998),Drama,Средний рейтинг
1797,2272,One True Thing (1998),Drama,Средний рейтинг
1798,2273,Rush Hour (1998),Action|Comedy|Crime|Thriller,Средний рейтинг
1799,2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi,Средний рейтинг
1800,2276,"Soldier's Daughter Never Cries, A (1998)",Drama,Средний рейтинг
1801,2278,Ronin (1998),Action|Crime|Thriller,Средний рейтинг
1802,2279,Urban Legend (1998),Horror|Thriller,Средний рейтинг
1803,2280,Clay Pigeons (1998),Crime,Средний рейтинг
1804,2282,Pecker (1998),Comedy|Drama,Средний рейтинг
1805,2283,"Sheltering Sky, The (1990)",Drama,Средний рейтинг
1806,2284,Bandit Queen (1994),Drama,Высокий рейтинг
1807,2285,If.... (1968),Drama,Средний рейтинг
1808,2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,Низкий рейтинг
1809,2287,Them! (1954),Horror|Sci-Fi|Thriller,Средний рейтинг
1810,2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,Средний рейтинг
1811,2289,"Player, The (1992)",Comedy|Crime|Drama,Высокий рейтинг
1812,2290,Stardust Memories (1980),Comedy|Drama,Средний рейтинг
1813,2291,Edward Scissorhands (1990),Drama|Fantasy|Romance,Средний рейтинг
1814,2292,Overnight Delivery (1998),Comedy|Romance,Средний рейтинг
1815,2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,Средний рейтинг
1816,2295,"Impostors, The (1998)",Comedy,Средний рейтинг
1817,2296,"Night at the Roxbury, A (1998)",Comedy,Средний рейтинг
1818,2297,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance,Средний рейтинг
1819,2300,"Producers, The (1968)",Comedy,Высокий рейтинг
1820,2301,History of the World: Part I (1981),Comedy|Musical,Средний рейтинг
1821,2302,My Cousin Vinny (1992),Comedy,Средний рейтинг
1822,2303,Nashville (1975),Drama|Musical,Высокий рейтинг
1823,2304,Love Is the Devil (1998),Drama,Высокий рейтинг
1824,2305,Slam (1998),Drama,Высокий рейтинг
1825,2306,Holy Man (1998),Comedy,Средний рейтинг
1826,2307,One Tough Cop (1998),Action|Crime,Средний рейтинг
1827,2310,"Mighty, The (1998)",Drama,Средний рейтинг
1828,2311,2010: The Year We Make Contact (1984),Sci-Fi,Средний рейтинг
1829,2312,Children of a Lesser God (1986),Drama,Средний рейтинг
1830,2313,"Elephant Man, The (1980)",Drama,Средний рейтинг
1831,2314,Beloved (1998),Drama,Средний рейтинг
1832,2315,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller,Средний рейтинг
1833,2316,Practical Magic (1998),Drama|Fantasy|Mystery|Romance,Средний рейтинг
1834,2318,Happiness (1998),Comedy|Drama,Высокий рейтинг
1835,2320,Apt Pupil (1998),Drama|Thriller,Средний рейтинг
1836,2321,Pleasantville (1998),Comedy|Drama|Fantasy,Средний рейтинг
1837,2322,Soldier (1998),Action|Sci-Fi|War,Средний рейтинг
1838,2323,"Cruise, The (1998)",Documentary,Низкий рейтинг
1839,2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,Высокий рейтинг
1840,2325,Orgazmo (1997),Comedy,Средний рейтинг
1841,2327,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller,Средний рейтинг
1842,2328,Vampires (1998),Horror|Western,Средний рейтинг
1843,2329,American History X (1998),Crime|Drama,Высокий рейтинг
1844,2330,Hands on a Hard Body (1996),Comedy|Documentary,Высокий рейтинг
1845,2331,Living Out Loud (1998),Comedy|Drama|Romance,Средний рейтинг
1846,2333,Gods and Monsters (1998),Drama,Средний рейтинг
1847,2334,"Siege, The (1998)",Action|Thriller,Средний рейтинг
1848,2335,"Waterboy, The (1998)",Comedy,Средний рейтинг
1849,2336,Elizabeth (1998),Drama,Средний рейтинг
1850,2337,Velvet Goldmine (1998),Drama,Средний рейтинг
1851,2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,Средний рейтинг
1852,2339,I'll Be Home For Christmas (1998),Comedy|Romance,Средний рейтинг
1853,2340,Meet Joe Black (1998),Romance,Средний рейтинг
1854,2342,Hard Core Logo (1996),Comedy|Drama,Средний рейтинг
1855,2344,Runaway Train (1985),Action|Adventure|Drama|Thriller,Высокий рейтинг
1856,2345,Desert Bloom (1986),Drama,Средний рейтинг
1857,2346,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller,Средний рейтинг
1858,2347,"Pope of Greenwich Village, The (1984)",Drama,Средний рейтинг
1859,2348,Sid and Nancy (1986),Drama,Средний рейтинг
1860,2349,Mona Lisa (1986),Comedy|Thriller,Средний рейтинг
1861,2350,Heart Condition (1990),Comedy,Средний рейтинг
1862,2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,Средний рейтинг
1863,2352,"Big Chill, The (1983)",Comedy|Drama,Средний рейтинг
1864,2353,Enemy of the State (1998),Action|Thriller,Средний рейтинг
1865,2354,"Rugrats Movie, The (1998)",Animation|Children|Comedy,Средний рейтинг
1866,2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,Средний рейтинг
1867,2356,Celebrity (1998),Comedy,Средний рейтинг
1868,2357,Central Station (Central do Brasil) (1998),Drama,Высокий рейтинг
1869,2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,Высокий рейтинг
1870,2360,"Celebration, The (Festen) (1998)",Drama,Средний рейтинг
1871,2361,Pink Flamingos (1972),Comedy,Средний рейтинг
1872,2362,Glen or Glenda (1953),Drama,Средний рейтинг
1873,2363,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi,Средний рейтинг
1874,2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",Action|Horror|Sci-Fi|Thriller,Средний рейтинг
1875,2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,Средний рейтинг
1876,2366,King Kong (1933),Action|Adventure|Fantasy|Horror,Средний рейтинг
1877,2367,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller,Средний рейтинг
1878,2368,King Kong Lives (1986),Adventure|Sci-Fi,Средний рейтинг
1879,2369,Desperately Seeking Susan (1985),Comedy|Drama|Romance,Средний рейтинг
1880,2370,"Emerald Forest, The (1985)",Action|Adventure|Drama,Средний рейтинг
1881,2371,Fletch (1985),Comedy|Crime|Mystery,Средний рейтинг
1882,2372,Fletch Lives (1989),Comedy,Средний рейтинг
1883,2373,Red Sonja (1985),Action|Adventure|Fantasy,Средний рейтинг
1884,2374,Gung Ho (1986),Comedy|Drama,Средний рейтинг
1885,2375,"Money Pit, The (1986)",Comedy,Средний рейтинг
1886,2376,"View to a Kill, A (1985)",Action|Adventure|Thriller,Средний рейтинг
1887,2377,Lifeforce (1985),Horror|Sci-Fi,Средний рейтинг
1888,2378,Police Academy (1984),Comedy|Crime,Средний рейтинг
1889,2379,Police Academy 2: Their First Assignment (1985),Comedy|Crime,Средний рейтинг
1890,2380,Police Academy 3: Back in Training (1986),Comedy|Crime,Низкий рейтинг
1891,2381,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime,Низкий рейтинг
1892,2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime,Низкий рейтинг
1893,2383,Police Academy 6: City Under Siege (1989),Comedy|Crime,Низкий рейтинг
1894,2384,Babe: Pig in the City (1998),Adventure|Children|Drama,Средний рейтинг
1895,2385,Home Fries (1998),Comedy|Romance,Средний рейтинг
1896,2386,Jerry Springer: Ringmaster (1998),Comedy|Drama,Средний рейтинг
1897,2387,Very Bad Things (1998),Comedy|Crime,Средний рейтинг
1898,2388,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance,Средний рейтинг
1899,2389,Psycho (1998),Crime|Horror|Thriller,Средний рейтинг
1900,2390,Little Voice (1998),Comedy,Средний рейтинг
1901,2391,"Simple Plan, A (1998)",Crime|Drama|Thriller,Средний рейтинг
1902,2392,Jack Frost (1998),Children|Comedy|Drama,Низкий рейтинг
1903,2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,Средний рейтинг
1904,2394,"Prince of Egypt, The (1998)",Animation|Musical,Средний рейтинг
1905,2395,Rushmore (1998),Comedy|Drama,Средний рейтинг
1906,2396,Shakespeare in Love (1998),Comedy|Drama|Romance,Средний рейтинг
1907,2397,Mass Appeal (1984),Drama,Средний рейтинг
1908,2398,Miracle on 34th Street (1947),Comedy|Drama,Средний рейтинг
1909,2399,Santa Claus: The Movie (1985),Adventure|Children|Fantasy,Средний рейтинг
1910,2400,Prancer (1989),Children|Drama|Fantasy,Низкий рейтинг
1911,2401,Pale Rider (1985),Western,Средний рейтинг
1912,2402,Rambo: First Blood Part II (1985),Action|Adventure|Thriller,Средний рейтинг
1913,2403,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller,Средний рейтинг
1914,2404,Rambo III (1988),Action|Adventure|Thriller|War,Средний рейтинг
1915,2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,Средний рейтинг
1916,2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,Средний рейтинг
1917,2407,Cocoon (1985),Comedy|Sci-Fi,Средний рейтинг
1918,2408,Cocoon: The Return (1988),Comedy|Sci-Fi,Средний рейтинг
1919,2409,Rocky II (1979),Action|Drama,Средний рейтинг
1920,2410,Rocky III (1982),Action|Drama,Средний рейтинг
1921,2411,Rocky IV (1985),Action|Drama,Средний рейтинг
1922,2412,Rocky V (1990),Action|Drama,Средний рейтинг
1923,2413,Clue (1985),Comedy|Crime|Mystery|Thriller,Средний рейтинг
1924,2414,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller,Средний рейтинг
1925,2415,Violets Are Blue... (1986),Drama|Romance,Средний рейтинг
1926,2416,Back to School (1986),Comedy,Средний рейтинг
1927,2417,Heartburn (1986),Comedy|Drama,Средний рейтинг
1928,2418,Nothing in Common (1986),Comedy,Средний рейтинг
1929,2419,Extremities (1986),Drama|Thriller,Средний рейтинг
1930,2420,"Karate Kid, The (1984)",Drama,Средний рейтинг
1931,2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,Средний рейтинг
1932,2422,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama,Средний рейтинг
1933,2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,Средний рейтинг
1934,2424,You've Got Mail (1998),Comedy|Romance,Средний рейтинг
1935,2425,"General, The (1998)",Crime,Средний рейтинг
1936,2427,"Thin Red Line, The (1998)",Action|Drama|War,Средний рейтинг
1937,2428,"Faculty, The (1998)",Horror|Sci-Fi,Средний рейтинг
1938,2429,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller,Средний рейтинг
